Id,Title,Body,Tags,Score,ViewCount,CreationDate
"2218994","Refactoring Fun - Prime Numbers","<p>From Uncle Bob's book Clean Code (example was in Java, so this was my first java translation), I've been playing with the refactoring example on prime numbers.  </p>

<p>The question is:   How would you refactor the following code? </p>

<p>There are 4 versions here:  UglyVersion :-) , BobVersion, PeteVersion, PeteVersionClassMember.  I'm doing this for fun, and hope you enjoy too :-)</p>

<pre><code>class ProgramBad
{
    static void Main()
    {
        int[] result = GeneratePrimes.generatePrimes(30);
        foreach (var i in result)
            Console.Write(i.ToString() + "", "");
    }
}

/// &lt;summary&gt;
/// Given an array of integers starting at 2, cross out the multiples of 2.  Fine the next
/// uncrossed integer, and cross out all of its multiples.
/// Repeat until you have passed the square root of the maximum value
/// &lt;/summary&gt;
public class GeneratePrimes
{
    public static int[] generatePrimes(int maxValue)
    {
        if (maxValue &gt;= 2) // the only valid case
        {
            // declarations
            int s = maxValue + 1; // size of the array
            bool[] f = new bool[s];
            int i;

            // initialize array to be true
            for (i = 0; i &lt; s; i++)
            {
                f[i] = true;
            }

            // get rid of non-primes
            f[0] = f[1] = false;

            //sieve
            int j;
            for (i = 2; i &lt; Math.Sqrt(s) + 1; i++)
            {
                if (f[i]) // if i is uncrossed, cross its multiples
                {
                    for (j = 2 * i; j &lt; s; j += i)
                        f[j] = false; // multiple is not a prime
                }
            }

            // how many primes are there?
            int count = 0;
            for (i = 0; i &lt; s; i++)
            {
                if (f[i])
                    count++; // bump count
            }

            int[] primes = new int[count];

            //move the primes into the result
            for (i = 0, j=0;i&lt;s ; i++)
            {
                if (f[i])
                    primes[j++] = i;
            }

            return primes; // return the primes
        } else // maxvalue &lt; 2
            return new int[0]; // return null array if bad input
    }
}
</code></pre>

<p>Bob's refactored version:</p>

<pre><code>class ProgramBob
    {
        static void Main()
        {
            int[] result = PrimeGeneratorBob.generatePrimes(30);
            foreach (var i in result)
                Console.Write(i + "", "");
        }
    }

    /// &lt;summary&gt;
    /// Generates prime number up to a user specified maximum
    /// The algorithm used is the Sieve of Eratosthenes.
    /// Given an array of integers starting at 2:
    /// Find the first uncrossed (eg 3 ) integer, and cross out all its multiples (eg 6,9,12,14)
    /// Repeat until there are no more multipes in the array
    /// &lt;/summary&gt;
    class PrimeGeneratorBob
    {
        static bool[] crossedOut;
        static int[] result;

        static public int[] generatePrimes(int maxValue)
        {
            if (maxValue &lt; 2)
                return new int[0];
            else
            {
                uncrossIntegersUpTo(maxValue);
                crossOutMultiples();
                putUncrossedIntegersIntoResult();
                return result;
            }
        }

        static void uncrossIntegersUpTo(int maxValue)
        {
            crossedOut = new bool[maxValue + 1]; // as bool array starts at 0, and if maxvalue = 10, we need an array of length 11
            for (int i = 2; i &lt; crossedOut.Length; i++) // less than as we don't want to reference crossedOut[4] which doesn't exist
                crossedOut[i] = false;
        }

        static void crossOutMultiples()
        {
            int limit = determineIterationLimit();
            for (int i = 2; i &lt;= limit; i++)
                if (notCrossed(i))
                    crossOutMultiplesOf(i);
        }

        static int determineIterationLimit()
        {
            // Every multiple in the array has a prime factor that
            // is less than or equal to the square root of the array size, 
            // which is the largest number we are trying to find primes in.
            // So we don't have to cross out numbers
            // larger than that square root of the maxnumber, as they will have been crossed out already
            double iterationLimit = Math.Sqrt(crossedOut.Length);
            return (int) iterationLimit;
        }

        static void crossOutMultiplesOf(int i)
        {
            for (int multiple = 2*i; multiple &lt; crossedOut.Length; multiple += i)
                crossedOut[multiple] = true;
        }

        static bool notCrossed(int i)
        {
            return crossedOut[i] == false;
        }

        static void putUncrossedIntegersIntoResult()
        {
            result = new int[numberOfUncrossedIntegers()];
            for (int j = 0, i = 2; i &lt; crossedOut.Length; i++)
                if (notCrossed(i))
                    result[j++] = i;
        }

        static int numberOfUncrossedIntegers()
        {
            int count = 0;
            for (int i = 2; i &lt; crossedOut.Length; i++)
                if (notCrossed(i))
                    count++;
            return count;
        }
    }
</code></pre>

<p>What I like about this is:</p>

<ul>
<li>How easy it is to get an overall feeling of how the program works eg
uncrossIntegersUpTo(maxValue);
crossOutMultiples();
putUncrossedIntegersIntoResult();</li>
</ul>

<p>I paired with a friend over the weekend, and we came up with this version:</p>

<pre><code>class PetesRefactored
{
    static void MainPete()
    {
        PrimeGeneratorPete pg = new PrimeGeneratorPete();
        int[] arrayOfPrimes = pg.generatePrimes(30);
        foreach (int prime in arrayOfPrimes)
            Console.Write(prime + "", "");
    }
}

/// &lt;summary&gt;
/// Generates prime number up to a user specified maximum
/// The algorithm used is the Sieve of Eratosthenes.
/// Given an array of integers starting at 2:
/// Find the first uncrossed (eg 3 ) integer, and cross out all its multiples (eg 6,9,12,14)
/// Repeat until there are no more multipes in the array
/// &lt;/summary&gt;
class PrimeGeneratorPete
{
    public int[] generatePrimes(int maxValue)
    {
        bool[] crossedOut;

        if (maxValue &lt; 2)
            return new int[0];
        else
        {
            crossedOut = new bool[maxValue + 1];
            uncrossIntegersUpTo(crossedOut);
            crossOutMultiples(crossedOut);
            return putUncrossedIntegersIntoResult(crossedOut);
        }
    }

    void uncrossIntegersUpTo(bool[] crossedOut)
    {
        for (int i = 2; i &lt; crossedOut.Length; i++) 
            crossedOut[i] = false;
    }

    void crossOutMultiples(bool[] crossedOut)
    {
        int limit = determineIterationLimit(crossedOut);
        for (int i = 2; i &lt;= limit; i++)
            if (!crossedOut[i])
                crossOutMultiplesOf(crossedOut, i);
    }

    int determineIterationLimit(bool[] crossedOut)
    {
        // Every multiple in the array has a prime factor that
        // is less than or equal to the square root of the array size, 
        // which is the largest number we are trying to find primes in.
        // So we don't have to cross out numbers
        // larger than that square root of the maxnumber, as they will have been crossed out already
        double iterationLimit = Math.Sqrt(crossedOut.Length);
        return (int) iterationLimit;
    }

    void crossOutMultiplesOf(bool[] crossedOut, int i)
    {
        for (int multiple = 2*i; multiple &lt; crossedOut.Length; multiple += i)
            crossedOut[multiple] = true;
    }

    int[] putUncrossedIntegersIntoResult(bool[] crossedOut)
    {
        int[] result = new int[numberOfUncrossedIntegers(crossedOut)];
        for (int j = 0, i = 2; i &lt; crossedOut.Length; i++)
            if (!crossedOut[i])
                result[j++] = i;
        return result;
    }

    int numberOfUncrossedIntegers(bool[] crossedOut)
    {
        int count = 0;
        for (int i = 2; i &lt; crossedOut.Length; i++)
            if (!crossedOut[i])
                count++;
        return count;
    }
}
</code></pre>

<p>We:</p>

<ul>
<li>Initialised crossedOut in generatePrimes method instead of ‘child’ method</li>
<li>Pass in crossedOut as a parameter instead of a class scope variable</li>
<li>Took out (defactored), the notCrossed(i) method as !crossedOut[i] is very readable inline.</li>
<li>Make everything non static</li>
</ul>

<p>And thanks to Casey and anon.</p>

<p>Here is the code with crossedOut as a class level variable.  I like this as it cuts down on some noise when passing parameters into methods.</p>

<pre><code>class PrimeGeneratorPeteClassMember
{
    bool[] crossedOut;

    public int[] generatePrimes(int maxValue)
    {
        if (maxValue &lt; 2)
            return new int[0];
        else
        {
            crossedOut = new bool[maxValue + 1];
            uncrossIntegersUpTo();
            crossOutMultiples();
            return putUncrossedIntegersIntoResult();
        }
    }

    void uncrossIntegersUpTo()
    {
        for (int i = 2; i &lt; crossedOut.Length; i++)
            crossedOut[i] = false;
    }

    void crossOutMultiples()
    {
        int limit = determineIterationLimit();
        for (int i = 2; i &lt;= limit; i++)
            if (!crossedOut[i])
                crossOutMultiplesOf(i);
    }

    int determineIterationLimit()
    {
        double iterationLimit = Math.Sqrt(crossedOut.Length);
        return (int)iterationLimit;
    }

    void crossOutMultiplesOf(int i)
    {
        for (int multiple = 2 * i; multiple &lt; crossedOut.Length; multiple += i)
            crossedOut[multiple] = true;
    }

    int[] putUncrossedIntegersIntoResult()
    {
        int[] result = new int[numberOfUncrossedIntegers()];
        for (int j = 0, i = 2; i &lt; crossedOut.Length; i++)
            if (!crossedOut[i])
                result[j++] = i;
        return result;
    }

    int numberOfUncrossedIntegers()
    {
        int count = 0;
        for (int i = 2; i &lt; crossedOut.Length; i++)
            if (!crossedOut[i])
                count++;
        return count;
    }
}
</code></pre>
","<c#><refactoring>","2","378","2010-02-08 00:38:47"
"2224102","JQuery refactoring help needed","<p>Here's my javascript code:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
    $(document).ready(function() {

        var currentInput = '';
        var currentLabel = '';

        $(""#userLookup"").click(function() {
            var url = ""&lt;%= Url.Action( ""ListAll"" , ""User"") %&gt;"";
            currentInput = $(""#User"");
            currentLabel = $(""#lblUser"");
            openModal(url);
            return false;

        });

        $(""#locationLookup"").click(function() {
            var url = ""&lt;%= Url.Action( ""ListAll"" , ""Location"") %&gt;"";
            currentInput = $(""#Location"");
            currentLabel = $(""#lblLocation"");
            openModal(url);
            return false;
        });


        $("".selectable"").live(""click"", function(e){
            currentInput.val($(this).attr('id'));
            var labelText = $(this).parent().parent().find('td').eq(2).html();
            currentLabel.html(labelText);
            $.fn.colorbox.close();  
            e.preventDefault();
        });

    });

    function openModal(url){
        $.fn.colorbox({
                href:url
                , open:true
                , width: ""400px""
                , height: ""300px"" 
              });
    }
&lt;/script&gt;
</code></pre>

<p>And here's my HTML</p>

<pre><code>&lt;table width = ""100%""&gt;
     &lt;tr&gt;            
        &lt;td&gt;Asset User Id:&lt;/td&gt;
        &lt;td&gt;&lt;%= Html.TextBox(""User"", Model.User, (object)new{style = ""width:100px"", maxLength=""20""})%&gt;
            &lt;a id=""userLookup"" href=""#""&gt;Lookup User&lt;/a&gt;
        &lt;label id=""lblUser""&gt;&lt;/label&gt;
        &lt;%=Html.ValidationMessage(""User"")%&gt;&lt;/td&gt;
    &lt;/tr&gt;      
    &lt;tr&gt;            
        &lt;td&gt;Location Id:&lt;/td&gt;
        &lt;td&gt;&lt;%= Html.TextBox(""Location"", Model.Location, (object)new{style = ""width:100px"", maxLength=""20""})%&gt;
            &lt;a id=""locationLookup"" href=""#""&gt;Lookup Location&lt;/a&gt;
        &lt;label id=""lblLocation""&gt;&lt;/label&gt;
        &lt;%=Html.ValidationMessage(""Location"")%&gt;&lt;/td&gt;
    &lt;/tr&gt;         
&lt;/table&gt;
</code></pre>

<p>I have plenty of more lookup fields (which i omitted) similar to the two listed above and i was looking to see if anyone could help me come up with a cleaner/dry method of doing something like this?</p>

<p>Thanks</p>
","<asp.net><jquery><asp.net-mvc><refactoring>","2","109","2010-02-08 19:03:12"
"2225065","Is it reasonable to have a fair amount of public properties in a class?","<p>Or in more specific words, is it ""ok"" to not be relying on setters and getters?</p>

<p>I'm dealing with a class that checks the availability of rooms and sets public properties of which there are more than a dozen. Things such as:</p>

<ul>
<li>unitNumber</li>
<li>roomTypes ( array )</li>
<li>codeCorporate</li>
<li>codeGroup</li>
<li>numberKids</li>
<li>numberAdults</li>
<li>numberRooms</li>
<li>currency</li>
<li>minRate</li>
<li>maxRate</li>
<li>soapServer</li>
<li>units ( array )</li>
<li>hotelId</li>
</ul>

<p>And after an object is instantiated those properties are set with <code>$this-&gt;</code> inside various methods. However the code that deals with the object often sets public properties directly instead of using getter/setter methods:</p>

<pre><code>$object-&gt;something = 3;

foreach ($object-&gt;things as $thing ) { }
</code></pre>

<p>If I have the time to refactor this class..</p>

<ul>
<li>Should I stick all of these properties in a data array that's a private property, and define <code>__set</code> and <code>__get</code> methods?</li>
<li>Should I make a single getter method for each of the properties?</li>
</ul>
","<php><class><refactoring><class-design>","12","304","2010-02-08 21:40:00"
"2223657","help me ""dry"" out this .net XML serialization code","<p>I have a base collection class and a child collection class, each of which are serializable.  In a test, I discovered that simply having the child class's <code>ReadXml</code> method call <code>base.ReadXml</code> resulted in an <code>InvalidCastException</code> later on.  First, here's the class structure:</p>

<p><strong>Base Class</strong></p>

<pre><code>// Collection of Row objects
[Serializable]
[XmlRoot(""Rows"")]
public class Rows : IList&lt;Row&gt;, ICollection&lt;Row&gt;, IEnumerable&lt;Row&gt;,
    IEquatable&lt;Rows&gt;, IXmlSerializable
{
    public Collection&lt;Row&gt; Collection { get; protected set; }

    public void ReadXml(XmlReader reader)
    {
        reader.ReadToFollowing(XmlNodeName);
        do
        {
            using (XmlReader rowReader = reader.ReadSubtree())
            {
                var row = new Row();
                row.ReadXml(rowReader);
                Collection.Add(row);
            }
        } while (reader.ReadToNextSibling(XmlNodeName));
    }
}
</code></pre>

<p><strong>Derived Class</strong></p>

<pre><code>// Acts as a collection of SpecificRow objects, which inherit from Row.  Uses the same
// Collection&lt;Row&gt; that Rows defines which is fine since SpecificRow : Row.
[Serializable]
[XmlRoot(""MySpecificRowList"")]
public class SpecificRows : Rows, IXmlSerializable
{
    public new void ReadXml(XmlReader reader)
    {
        // Trying to just do base.ReadXml(reader) causes a cast exception later
        reader.ReadToFollowing(XmlNodeName);
        do
        {
            using (XmlReader rowReader = reader.ReadSubtree())
            {
                var row = new SpecificRow();
                row.ReadXml(rowReader);
                Collection.Add(row);
            }
        } while (reader.ReadToNextSibling(XmlNodeName));
    }

    public new Row this[int index]
    {
        // The cast in this getter is what causes InvalidCastException if I try
        // to call base.ReadXml from this class's ReadXml
        get { return (Row)Collection[index]; }
        set { Collection[index] = value; }
    }
}
</code></pre>

<p>And here's the code that causes a runtime InvalidCastException <em>if</em> I do not use the version of <code>ReadXml</code> shown in <code>SpecificRows</code> above (i.e., I get the exception if I just call <code>base.ReadXml</code> from within <code>SpecificRows.ReadXml</code>):</p>

<pre><code>TextReader reader = new StringReader(serializedResultStr);
SpecificRows deserializedResults = (SpecificRows)xs.Deserialize(reader);
SpecificRow = deserializedResults[0]; // this throws InvalidCastException
</code></pre>

<p>So, the code above all compiles and runs exception-free, but it bugs me that <code>Rows.ReadXml</code> and <code>SpecificRows.ReadXml</code> are essentially the same code.  The value of <code>XmlNodeName</code> and the <code>new Row()</code>/<code>new SpecificRow()</code> are the differences.  How would you suggest I extract out all the common functionality of both versions of <code>ReadXml</code>?  Would it be silly to create some generic class just for one method?  Sorry for the lengthy code samples, I just wanted to provide the reason I can't simply call <code>base.ReadXml</code> from within <code>SpecificRows</code>.</p>
","<c#><refactoring><xml-serialization><dry>","1","336","2010-02-08 17:49:59"
"2232806","How do I disable automatic save after refactoring in Eclipse?","<p>When I ran the Inline and Extract Local Variable refactorings, Eclipse saved my file immediately after.  Also, Undoing/Redoing these refactorings resaved the file each time.  How can I disable this behavior?</p>

<p>Secondary question:  Running Extract Method <em>didn&#8217;t</em> automatically save the file.   Why the inconsistent behavior?</p>
","<eclipse><refactoring><autosave>","1","499","2010-02-09 21:51:47"
"2234287","Which tools can help in translating (as in french -> english and not C++ -> java) source code?","<p>I have some code that is written in french, that is the variables, class, function all have french names. The comments are also in french. I'd like to translate the code to english. This will be quite a challenge, since it's a 18K lines project and I'd like to know if there is any tool that could help me, especially with the variables/class/function names, since it will be error prone to rename them all.</p>

<p>Is there any tools that can help me? Advices?</p>

<p>edit : I'm not looking for machine translation. I'm looking for a tool that would help me translate the code. Let's say there is class name C and this class has a method named TraverserLaRue and I rename it CrossTheRoad I'd like all references to TraverserLaRue in all files to be translated as CrossTheRoad. However I don't want the method TraverserLaRue of class B to be translated.</p>
","<refactoring><translation>","6","266","2010-02-10 03:51:36"
"2236649","Is there a source code control system that understands/records c#/vb.net factorings and how to merge them?","<blockquote>
  <p><a href=""https://netfiles.uiuc.edu/dig/MolhadoRef/index.html"" rel=""nofollow"">MolhadoRef</a> is a refactoring-aware SCM
  tool that is capable of capturing and
  versioning of the semantics of Java
  program entities and refactoring
  operations that were performed on
  those entities.</p>
</blockquote>

<p>Does anyone know of such a system in the .NET universe?
(Why is it that .NET always seems to be way behind java with the type of tool support?)</p>
","<c#><.net><vb.net><version-control><refactoring>","2","84","2010-02-10 12:14:50"
"2235693","Is there a 3 way merger tool that “understands” common refactoring?","<p>When a simple refactoring like “rename field” has been done on one branch it can be very hard to merge the changes into the other branches.  (Extract method is much harder as the merge tools don’t seem to match the unchanged blocks well)</p>

<p><em>Now in my dreams</em>, I am thinking of a tool that can record (or work out) what well defined refactoring operations have been done on one branch and then “replay” them on the other branch, rather than trying to merge every line the refactoring has affected.</p>

<p>see also ""<a href=""http://stackoverflow.com/questions/2235625/is-there-an-intelligent-3rd-merge-tool-that-understands-vb-net/2235736#2235736""><em>Is there an intelligent 3rd merge tool that understands VB.NET""</em></a> for the other half of my pain!</p>

<hr>

<p>Also has anyone try something like <a href=""https://netfiles.uiuc.edu/dig/MolhadoRef/molhadoref.html"" rel=""nofollow"">MolhadoRef</a> (<a href=""http://www.mooreds.com/wordpress/archives/000398"" rel=""nofollow"">blog article about MolhadoRef and Refactoring-aware SCM</a>),  This is, in theory, refactoring-aware source control. </p>
","<version-control><refactoring><merge><branch>","5","162","2010-02-10 09:32:39"
"2243225","How should I refactor my class?","<p>Basically I have a class that sends a SOAP request for room information receives a response, it can only handle one room at a time.. eg:</p>

<pre><code>class roomParser {
    private $numRooms;
    private $adults;
    private $dailyPrice;

    public function parse(){}
    public function send(){}

};

$room = new roomParser( $arrival, $departue );
$return = $room-&gt;parse();

if ( $return ) { }
</code></pre>

<p>Now I have the dilemma of basically supporting multiple rooms, and for each room I have to separately keep information of the dailyPrice, # of adults, so I have to sessionize each rooms information since its a multiple step form..</p>

<p>Should I just create multiple instances of my object, or somehow modify my class so it supports any # of rooms in a rooms array, and in the rooms array it contains properties for each room?</p>

<p>Edit #1: After taking advice I tried implementing the Command pattern:</p>

<pre><code>&lt;?php

interface Parseable {

    public function parse( $arr, $dept );
}

class Room implements Parseable {

    protected $_adults;
    protected $_kids;
    protected $_startDate;
    protected $_endDate;
    protected $_hotelCode;
    protected $_sessionNs;
    protected $_minRate;
    protected $_maxRate;
    protected $_groupCode;
    protected $_rateCode;
    protected $_promoCode;
    protected $_confCode;
    protected $_currency = 'USD';
    protected $_soapAction;
    protected $_soapHeaders;
    protected $_soapServer;
    protected $_responseXml;
    protected $_requestXml;

    public function __construct( $startdate,$enddate,$rooms=1,$adults=2,$kids=0 ) {
        $this-&gt;setNamespace(SESSION_NAME);
        $this-&gt;verifyDates( $startdate, $enddate );

        $this-&gt;_rooms= $rooms;
        $this-&gt;_adults= $adults;
        $this-&gt;_kids= $kids;

        $this-&gt;setSoapAction();
        $this-&gt;setRates();
    }

    public function parse( $arr, $dept ) {
        $this-&gt;_price = $arr * $dept * rand();
        return $this;
    }

    public function setNamespace( $namespace ) {
        $this-&gt;_sessionNs = $namespace;
    }

    private function verifyDates( $startdate, $enddate ) {}

    public function setSoapAction( $str= 'CheckAvailability' ) {
        $this-&gt;_soapAction = $str;
    }

    public function setRates( $rates='' ) { }

    private function getSoapHeader() {
        return '&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
            &lt;soap:Header&gt;
            &lt;/soap:Header&gt;';
    }

    private function getSoapFooter() {
        return '&lt;/soap:Envelope&gt;';
    }

    private function getSource() {
        return '&lt;POS&gt;
            &lt;Source&gt;&lt;RequestorId ID="""" ID_Context="""" /&gt;&lt;/Source&gt;
            &lt;/POS&gt;';
    }

    function requestXml() {
        $this-&gt;_requestXml  = $this-&gt;getSoapHeader();
        $this-&gt;_requestXml .='&lt;soap:Body&gt;&lt;/soap:Body&gt;';
        return $this-&gt;_requestXml;
    }

    private function setSoapHeaders ($contentLength) {
        $this-&gt;_soapHeaders = array('POST /url HTTP/1.1',
            'Host: '.SOAP_HOST,
            'Content-Type: text/xml; charset=utf-8',
            'Content-Length: '.$contentLength);
    }
}

class RoomParser extends SplObjectStorage {

    public function attach( Parseable $obj ) {
        parent::attach( $obj );
    }

    public function parseRooms( $arr, $dept ) {
        for ( $this-&gt;rewind(); $this-&gt;valid(); $this-&gt;next() ) {
            $ret = $this-&gt;current()-&gt;parse( $arr, $dept );
            echo $ret-&gt;getPrice(), PHP_EOL;
        }
    }
}

$arrive = '12/28/2010';
$depart = '01/02/2011';
$rooms = new RoomParser( $arrive, $depart);
$rooms-&gt;attach( new Room( '12/28/2010', '01/02/2011') );
$rooms-&gt;attach( new Room( '12/29/2010', '01/04/2011') );
echo $rooms-&gt;count(), ' Rooms', PHP_EOL;
</code></pre>
","<php><oop><refactoring><class-design>","0","139","2010-02-11 08:48:55"
"2243232","Is there a refactoring tool that works across solutions files?","<p>All the refactoring tools for C# and VB.Net that I have seen only consider the source code in a single visual studio solution.</p>

<p>For better or worse, our <strong>large</strong> (many related programs) system is spread over many solution files, however:</p>

<ul>
<li>All the code is below a single windows folder. </li>
<li>Our nAnt based build system, builds all files in a windows folder to produce a single dll (bit more complex then this but not important for this question).</li>
<li>Therefore ALL  “.cs” and “.vb” files below the single root folder are part of the system.</li>
</ul>

<p>So I am looking for refactoring and reverse engineering tools that take a single folder as input and act on all files below that folder.</p>

<p>(The tools may need some help to decide what “public” and “internal” means, however most of the time “internal” means “in the same code tree” when a “code tree” is a folder that contains code and any child folders.)</p>

<hr>

<p>Now I am being greedy, I would like the tools to create a lot of all the refactorings that have been done and to be able to replay the refactorings.    Then I could try out ideal and if they work, throw away my code, get the latest code, you do the refactorings and checkin the code before anyone else changes the files.  (Likewise for when branches need merging)</p>
","<c#><vb.net><visual-studio><refactoring>","6","234","2010-02-11 08:50:45"
"2243794","How do I refactor data contracts in WCF services?","<p>We have lots of WCF services that are only used by our own code; the code that uses them is mostly in the same solutions files that contains the services.</p>

<p>However they do not use a shared assembly for the contracts, so each time a data contract is change the reference to the service has to be updated by hand in all projects that use the service.  (Then the code needs to be fixed up by hand)</p>

<p><strong>So how do I do a simple refactoring like renamed a data item in a data contract?</strong></p>

<hr>

<p>Is there a way to update all references to services in a single solution with one command, rather then having to click on each reference in each project?</p>
","<c#><vb.net><wcf><refactoring>","0","476","2010-02-11 10:26:20"
"2245871","How do you cleanly separate code for backwards compatibility from the main code?","<p>I'm interested in what strategies people have come up with for separating all the crufty logic that's necessary to maintain backwards compatibility from the main code of an application. In other words, strategies that let you come closer to having your code look as if there were no backwards compatibility concerns except for separate isolated source files distinctly for that task.</p>

<p>For example, if your application reads a particular file format, instead of one giant honking file parsing function, you could have your code first iterate a list of ""quirks"" entries/objects, where each quirk checks the file to see if it's a file it would apply to, and if so invokes its own parsing logic instead of the normal case logic.</p>

<p>Quirks is an OK strategy but you have to do work to put hooks in for quirks checks at all the appropriate places in your app, and what the checks will look like will vary for different quirk types, etc. It almost seems like there should be libraries dedicated to the boilerplate for this task. Another issue is how to enforce that quirks aren't abused as general purpose hooks into arbitrary chunks of the app.</p>
","<language-agnostic><refactoring><backwards-compatibility>","9","168","2010-02-11 16:26:00"
"2247980","How to refactor log4net statements in c#?","<p>Ok so after reading danben's answer on this <a href=""http://stackoverflow.com/questions/2230180/whats-log4j-actually-doing-when-we-turn-on-or-off-some-log-places"">post</a>, I guess I'm convinced of the need for writting this kind of code, atleast in a lot of cases.  My managers seem to be agreeing too.</p>

<pre><code>if (log.IsDebugEnabled)
     log.Debug(""ZDRCreatorConfig(""+rootelem.ToString()+"")"");
if (log.IsInfoEnabled)
     log.Info(""Reading Configuration . . ."");
</code></pre>

<p>The problem with it is it bugs the heck out of me seeing all these if statements placed everywhere just to do a simple log statement.  </p>

<p>My question is, how might we refactor this into a class without reproduceing the performance problem of having to evaluate the arguments to the log method?</p>

<p>Simply putting it in a class as a static method doesn't help, because when you pass the Object message it still has to evaluate the argument:</p>

<pre><code>public class LogHelper {
     public static Info(ILog log, Object message) {
          if(log.IsInfoEnabled) { log.Info(message); }
     }
}
</code></pre>

<p>C# apparently doesn't support forcing a method to be inline, so that solution isn't available.  MACROs are not supported in C#.  What can we do?!?!</p>

<p>UPDATE:
Thanks for the replies, I have not forgot about this one; it's just low priorty on my list right now.  I will get to it and award the answer once I get caught up a bit.  Thanks.</p>

<p>Another UPDATE:<br>
well ... I still haven't look at this closly yet, and both of you deserve the correct answer; but I awarded Tanzelax the answer because I agree, I think they will be automatically inlined.  The link he posted does good job of convincing me I shouldn't worry too much about this right now, which is also good lol.  I'll still look at those lambda things later.  Thanks for the help!</p>
","<c#><logging><refactoring><log4net>","4","363","2010-02-11 21:50:58"
"2247946","OO Design Question","<p>Looking for opinions on this:</p>

<p>I have broken out various responsibilities into separate objects.  However, many of these objects have dependencies on each other.  All of these objects are adhering to interfaces so I'm not tied to an implementation.  I'm concerned about the dependencies between objects and the potential for circular dependencies.  Is this a symptom of bad design?  What have other people done to separate responsibilities and manage dependencies?  Thanks.</p>
","<oop><refactoring><object>","0","165","2010-02-11 21:45:10"
"2253110","How to Manage CSS Explosion","<p>I have been heavily relying on CSS for a website that I am working on (currently, everything is done as property values within each tag on the website and I'm trying to get away from that to make updates significantly easier).</p>

<p>The problem I am running into, is I'm starting to get a bit of ""CSS explosion"" going on.  It is becoming difficult for me to decide how to best organize and abstract data within the CSS file.  For example:</p>

<p>I am using a large number of <strong>div</strong> tags within the website (previously it was completely tables based).  So I'm starting to get a lot of CSS that looks like this...</p>

<pre><code>div.title
{
  background-color: Blue;
  color: White;
  text-align: center;
}

div.footer
{
  /* Stuff Here */
}

div.body
{
  /* Stuff Here */
}
</code></pre>

<p>etc.  It's not too bad yet, but since I am learning here, I was wondering if recommendations could be made on how best to organize the various parts of a CSS file.  What I don't want to get to is where I have a separate CSS attribute for every single thing on my website (which I have seen happen), and I always want the CSS file to be fairly intuitive.</p>

<p>(P.S. I do realize this is a very generic, high-level question.  My ultimate goal is to make it easy to use the CSS files and demonstrate their power to increase the speed of web development so other individuals that may work on this site in the future will also get into the practice of using them rather than hard-coding values everywhere.)</p>
","<css><web-development><refactoring><organization>","327","21210","2010-02-12 16:03:34"
"2254109","Searching asp.net Code","<p>I want to search my asp.net pages and user controls to see which master page and base class they use. I mention search because we are re-factoring a large project and we need to track progress on the code conversion. I know I can pull this information individually but I need a automated and repeatable procedure.</p>
","<asp.net><search><refactoring>","1","92","2010-02-12 18:19:16"
